"","habitat"
"5560","sea"
"5561","sea"
"5562","sea"
"5563","sea"
"5564","sea"
"5565","sea"
"5566","sea"
"5567","sea"
"5568","sea"
"5569","sea"
"5570","sea"
"5571","land"
"5572","land"
"5573","land"
"5574","land"
"5575","land"
"5576","land"
"5577","land"
"5578","land"
"5579","land"
"5580","land"
"5581","sea"
"5582","sea"
"5583","sea"
"5584","sea"
"5585","sea"
"5586","sea"
"5587","sea"
"5588","sea"
"5589","sea"
"5590","sea"
"5591","sea"
"5592","sea"
"5593","sea"
"5594","sea"
"5595","sea"
"5596","sea"
"5597","sea"
"5598","sea"
"5599","sea"
"5600","sea"
"5601","sea"
"5602","sea"
"5603","sea"
"5604","sea"
"5605","sea"
"5606","sea"
"5607","sea"
"5608","sea"
"5609","sea"
"5610","sea"
"5611","sea"
"5612","sea"
"5613","sea"
"5614","sea"
"5615","sea"
"5616","sea"
"5617","sea"
"5618","sea"
"5619","sea"
"5620","sea"
"5621","sea"
"5622","sea"
"5623","sea"
"5624","sea"
"5625","sea"
"5626","sea"
"5627","sea"
"5628","sea"
"5629","sea"
"5630","sea"
"5631","sea"
"5632","sea"
"5633","sea"
"5634","sea"
"5635","sea"
"5636","sea"
"5637","sea"
"5638","sea"
"5639","sea"
"5640","sea"
"5641","sea"
"5642","sea"
"5643","sea"
"5644","sea"
"5645","sea"
"5646","sea"
"5647","sea"
"5648","sea"
"5649","sea"
"5650","sea"
"5651","sea"
"5652","sea"
"5653","sea"
"5654","sea"
"5655","sea"
"5656","sea"
"5657","sea"
"5658","sea"
"5659","sea"
"5660","sea"
"5661","sea"
"5662","sea"
"5663","sea"
"5664","sea"
"5665","sea"
"5666","sea"
"5667","sea"
"5668","sea"
"5669","sea"
"5670","sea"
"5671","sea"
"5672","sea"
"5673","sea"
"5674","sea"
"5675","sea"
"5676","sea"
"5677","sea"
"5678","sea"
"5679","sea"
"5680","sea"
"5681","sea"
"5682","sea"
"5683","sea"
"5684","sea"
"5685","sea"
"5686","sea"
"5687","sea"
"5688","sea"
"5689","sea"
"5690","sea"
"5691","sea"
"5692","sea"
"5693","sea"
"5694","sea"
"5695","sea"
"5696","sea"
"5697","sea"
"5698","sea"
"5699","land"
"5700","land"
"5701","land"
"5702","land"
"5703","land"
"5704","land"
"5705","land"
"5706","land"
"5707","land"
"5708","land"
"5709","land"
"5710","land"
"5711","land"
"5712","sea"
"5713","sea"
"5714","sea"
"5715","sea"
"5716","sea"
"5717","sea"
"5718","sea"
"5719","sea"
"5720","sea"
"5721","sea"
"5722","sea"
"5723","sea"
"5724","sea"
"5725","sea"
"5726","sea"
"5727","sea"
"5728","sea"
"5729","land"
"5730","land"
"5731","land"
"5732","land"
"5733","land"
"5734","land"
"5735","land"
"5736","land"
"5737","land"
"5738","land"
"5739","land"
"5740","land"
"5741","land"
"5742","sea"
"5743","sea"
"5744","sea"
"5745","sea"
"5746","sea"
"5747","sea"
"5748","sea"
"5749","sea"
"5750","sea"
"5751","sea"
"5752","sea"
"5753","sea"
"5754","sea"
"5755","sea"
"5756","sea"
"5757","sea"
"5758","sea"
"5759","sea"
"5760","sea"
"5761","sea"
"5762","sea"
"5763","sea"
"5764","sea"
"5765","sea"
"5766","sea"
"5767","sea"
"5768","sea"
"5769","sea"
"5770","land"
"5771","sea"
"5772","sea"
"5773","sea"
"5774","sea"
"5775","land"
"5776","land"
"5777","sea"
"5778","sea"
"5779","land"
"5780","land"
"5781","land"
"5782","land"
"5783","land"
"5784","land"
"5785","land"
"5786","land"
"5787","land"
"5788","land"
"5789","land"
"5790","land"
"5791","land"
"5792","land"
"5793","land"
"5794","land"
"5795","land"
"5796","land"
"5797","land"
"5798","land"
"5799","land"
"5800","land"
"5801","land"
"5802","land"
"5803","land"
"5804","land"
"5805","land"
"5806","land"
"5807","sea"
"5808","sea"
"5809","sea"
"5810","sea"
"5811","sea"
"5812","sea"
"5813","sea"
"5814","sea"
"5815","sea"
"5816","sea"
"5817","sea"
"5818","sea"
"5819","sea"
"5820","sea"
"5821","sea"
"5822","sea"
"5823","sea"
"5824","sea"
"5825","sea"
"5826","sea"
"5827","land"
"5828","land"
"5829","land"
"5830","land"
"5831","land"
"5832","land"
"5833","land"
"5834","land"
"5835","land"
"5836","land"
"5837","land"
"5838","land"
"5839","land"
"5840","land"
"5841","land"
"5842","land"
"5843","land"
"5844","land"
"5845","land"
"5846","land"
"5847","land"
"5848","land"
"5849","land"
"5850","land"
"5851","sea"
"5852","sea"
"5853","sea"
"5854","sea"
"5855","sea"
"5856","sea"
"5857","sea"
"5858","sea"
"5859","sea"
"5860","sea"
"5861","sea"
"5862","sea"
"5863","sea"
"5864","sea"
"5865","sea"
"5866","sea"
"5867","sea"
"5868","sea"
"5869","sea"
"5870","sea"
"5871","sea"
"5872","sea"
"5873","sea"
"5874","sea"
"5875","sea"
"5876","sea"
"5877","sea"
"5878","land"
"5879","sea"
"5880","sea"
"5881","sea"
"5882","sea"
"5883","sea"
"5884","sea"
"5885","sea"
"5886","sea"
"5887","sea"
"5888","sea"
"5889","sea"
"5890","sea"
"5891","land"
"5892","land"
"5893","land"
"5894","land"
"5895","land"
"5896","land"
"5897","land"
"5898","land"
"5899","land"
"5900","land"
"5901","sea"
"5902","sea"
"5903","land"
"5904","sea"
"5905","sea"
"5906","sea"
"5907","sea"
"5908","sea"
"5909","sea"
"5910","sea"
"5911","sea"
"5912","sea"
"5913","sea"
"5914","sea"
"5915","sea"
"5916","sea"
"5917","sea"
"5918","sea"
"5919","sea"
"5920","sea"
"5921","sea"
"5922","sea"
"5923","sea"
"5924","sea"
"5925","sea"
"5926","sea"
"5927","sea"
"5928","sea"
"5929","sea"
"5930","sea"
"5931","sea"
"5932","sea"
"5933","sea"
"5934","sea"
"5935","sea"
"5936","sea"
"5937","sea"
"5938","sea"
"5939","sea"
"5940","sea"
"5941","sea"
"5942","sea"
"5943","sea"
"5944","sea"
"5945","sea"
"5946","sea"
"5947","sea"
"5948","sea"
"5949","sea"
"5950","sea"
"5951","sea"
"5952","sea"
"5953","sea"
"5954","sea"
"5955","sea"
"5956","sea"
"5957","sea"
"5958","sea"
"5959","sea"
"5960","sea"
"5961","sea"
"5962","sea"
"5963","sea"
"5964","sea"
"5965","sea"
"5966","sea"
"5967","sea"
"5968","sea"
"5969","sea"
"5970","sea"
"5971","sea"
"5972","sea"
"5973","sea"
"5974","sea"
"5975","sea"
"5976","sea"
"5977","sea"
"5978","sea"
"5979","sea"
"5980","sea"
"5981","sea"
"5982","sea"
"5983","sea"
"5984","sea"
"5985","sea"
"5986","sea"
"5987","sea"
"5988","sea"
"5989","sea"
"5990","sea"
"5991","sea"
"5992","sea"
"5993","sea"
"5994","sea"
"5995","sea"
"5996","sea"
"5997","sea"
"5998","sea"
"5999","sea"
"6000","sea"
"6001","sea"
"6002","sea"
"6003","sea"
"6004","sea"
"6005","sea"
"6006","sea"
"6007","sea"
"6008","sea"
"6009","sea"
"6010","sea"
"6011","sea"
"6012","sea"
"6013","sea"
"6014","sea"
"6015","sea"
"6016","sea"
"6017","sea"
"6018","land"
"6019","land"
"6020","land"
"6021","land"
"6022","sea"
"6023","sea"
"6024","sea"
"6025","land"
"6026","land"
"6027","land"
"6028","land"
"6029","land"
"6030","land"
"6031","land"
"6032","land"
"6033","sea"
"6034","sea"
"6035","sea"
"6036","sea"
"6037","sea"
"6038","sea"
"6039","sea"
"6040","sea"
"6041","sea"
"6042","sea"
"6043","sea"
"6044","sea"
"6045","sea"
"6046","sea"
"6047","sea"
"6048","sea"
"6049","sea"
"6050","sea"
"6051","sea"
"6052","sea"
"6053","land"
"6054","land"
"6055","land"
"6056","land"
"6057","land"
"6058","land"
"6059","land"
"6060","land"
"6061","sea"
"6062","sea"
"6063","sea"
"6064","sea"
"6065","sea"
"6066","sea"
"6067","sea"
"6068","sea"
"6069","sea"
"6070","sea"
"6071","sea"
"6072","sea"
"6073","sea"
"6074","sea"
"6075","sea"
"6076","sea"
"6077","sea"
"6078","sea"
"6079","sea"
"6080","sea"
"6081","sea"
"6082","sea"
"6083","sea"
"6084","sea"
"6085","sea"
"6086","sea"
"6087","sea"
"6088","sea"
"6089","sea"
"6090","land"
"6091","sea"
"6092","sea"
"6093","land"
"6094","land"
"6095","land"
"6096","land"
"6097","sea"
"6098","sea"
"6099","sea"
"6100","land"
"6101","land"
"6102","land"
"6103","land"
"6104","land"
"6105","land"
"6106","land"
"6107","land"
"6108","land"
"6109","land"
"6110","land"
"6111","land"
"6112","land"
"6113","land"
"6114","land"
"6115","land"
"6116","land"
"6117","land"
"6118","land"
"6119","land"
"6120","land"
"6121","land"
"6122","land"
"6123","land"
"6124","land"
"6125","land"
"6126","land"
"6127","land"
"6128","sea"
"6129","sea"
"6130","sea"
"6131","sea"
"6132","sea"
"6133","sea"
"6134","sea"
"6135","sea"
"6136","sea"
"6137","sea"
"6138","sea"
"6139","sea"
"6140","sea"
"6141","sea"
"6142","sea"
"6143","sea"
"6144","sea"
"6145","land"
"6146","sea"
"6147","land"
"6148","land"
"6149","land"
"6150","land"
"6151","land"
"6152","land"
"6153","land"
"6154","land"
"6155","land"
"6156","land"
"6157","land"
"6158","land"
"6159","land"
"6160","land"
"6161","land"
"6162","land"
"6163","land"
"6164","land"
"6165","land"
"6166","land"
"6167","land"
"6168","land"
"6169","land"
"6170","land"
"6171","land"
"6172","sea"
"6173","sea"
"6174","sea"
"6175","sea"
"6176","sea"
"6177","sea"
"6178","sea"
"6179","sea"
"6180","sea"
"6181","land"
"6182","sea"
"6183","land"
"6184","sea"
"6185","sea"
"6186","sea"
"6187","sea"
"6188","sea"
"6189","sea"
"6190","sea"
"6191","sea"
"6192","sea"
"6193","sea"
"6194","sea"
"6195","sea"
"6196","land"
"6197","land"
"6198","land"
"6199","land"
"6200","sea"
"6201","sea"
"6202","sea"
"6203","sea"
"6204","sea"
"6205","sea"
"6206","sea"
"6207","sea"
"6208","sea"
"6209","sea"
"6210","sea"
"6211","land"
"6212","land"
"6213","land"
"6214","land"
"6215","land"
"6216","land"
"6217","land"
"6218","sea"
"6219","land"
"6220","land"
"6221","land"
"6222","sea"
"6223","sea"
"6224","sea"
"6225","sea"
"6226","sea"
"6227","sea"
"6228","sea"
"6229","sea"
"6230","sea"
"6231","sea"
"6232","sea"
"6233","sea"
"6234","sea"
"6235","sea"
"6236","sea"
"6237","sea"
"6238","sea"
"6239","sea"
"6240","sea"
"6241","sea"
"6242","sea"
"6243","sea"
"6244","sea"
"6245","sea"
"6246","sea"
"6247","sea"
"6248","sea"
"6249","sea"
"6250","sea"
"6251","sea"
"6252","sea"
"6253","sea"
"6254","sea"
"6255","sea"
"6256","sea"
"6257","sea"
"6258","sea"
"6259","sea"
"6260","sea"
"6261","sea"
"6262","sea"
"6263","sea"
"6264","sea"
"6265","sea"
"6266","sea"
"6267","sea"
"6268","sea"
"6269","sea"
"6270","sea"
"6271","sea"
"6272","sea"
"6273","sea"
"6274","sea"
"6275","land"
"6276","sea"
"6277","sea"
"6278","land"
"6279","land"
"6280","land"
"6281","sea"
"6282","sea"
"6283","sea"
"6284","sea"
"6285","sea"
"6286","sea"
"6287","sea"
"6288","sea"
"6289","sea"
"6290","sea"
"6291","sea"
"6292","sea"
"6293","sea"
"6294","sea"
"6295","sea"
"6296","sea"
"6297","sea"
"6298","sea"
"6299","sea"
"6300","sea"
"6301","sea"
"6302","sea"
"6303","sea"
"6304","sea"
"6305","sea"
"6306","sea"
"6307","sea"
"6308","sea"
"6309","sea"
"6310","sea"
"6311","sea"
"6312","sea"
"6313","sea"
"6314","sea"
"6315","sea"
"6316","sea"
"6317","sea"
"6318","sea"
"6319","sea"
"6320","sea"
"6321","sea"
"6322","sea"
"6323","sea"
"6324","sea"
"6325","sea"
"6326","sea"
"6327","sea"
"6328","sea"
"6329","sea"
"6330","sea"
"6331","sea"
"6332","sea"
"6333","sea"
"6334","sea"
"6335","sea"
"6336","sea"
"6337","land"
"6338","land"
"6339","land"
"6340","land"
"6341","land"
"6342","sea"
"6343","sea"
"6344","sea"
"6345","sea"
"6346","sea"
"6347","land"
"6348","land"
"6349","land"
"6350","land"
"6351","land"
"6352","sea"
"6353","sea"
"6354","sea"
"6355","sea"
"6356","sea"
"6357","sea"
"6358","sea"
"6359","sea"
"6360","sea"
"6361","sea"
"6362","sea"
"6363","sea"
"6364","sea"
"6365","sea"
"6366","sea"
"6367","sea"
"6368","sea"
"6369","sea"
"6370","sea"
"6371","sea"
"6372","sea"
"6373","sea"
"6374","sea"
"6375","land"
"6376","land"
"6377","land"
"6378","land"
"6379","land"
"6380","land"
"6381","sea"
"6382","sea"
"6383","sea"
"6384","sea"
"6385","sea"
"6386","sea"
"6387","sea"
"6388","sea"
"6389","sea"
"6390","sea"
"6391","sea"
"6392","sea"
"6393","sea"
"6394","sea"
"6395","sea"
"6396","sea"
"6397","sea"
"6398","sea"
"6399","sea"
"6400","sea"
"6401","sea"
"6402","sea"
"6403","sea"
"6404","sea"
"6405","sea"
"6406","sea"
"6407","sea"
"6408","sea"
"6409","sea"
"6410","sea"
"6411","land"
"6412","land"
"6413","land"
"6414","land"
"6415","land"
"6416","land"
"6417","land"
"6418","sea"
"6419","sea"
"6420","sea"
"6421","land"
"6422","land"
"6423","land"
"6424","land"
"6425","land"
"6426","land"
"6427","land"
"6428","land"
"6429","land"
"6430","land"
"6431","land"
"6432","land"
"6433","land"
"6434","land"
"6435","land"
"6436","land"
"6437","land"
"6438","land"
"6439","land"
"6440","land"
"6441","land"
"6442","land"
"6443","land"
"6444","land"
"6445","land"
"6446","land"
"6447","land"
"6448","sea"
"6449","sea"
"6450","sea"
"6451","sea"
"6452","sea"
"6453","sea"
"6454","sea"
"6455","sea"
"6456","sea"
"6457","sea"
"6458","sea"
"6459","sea"
"6460","sea"
"6461","sea"
"6462","sea"
"6463","sea"
"6464","sea"
"6465","sea"
"6466","sea"
"6467","land"
"6468","land"
"6469","land"
"6470","land"
"6471","land"
"6472","land"
"6473","land"
"6474","land"
"6475","land"
"6476","land"
"6477","land"
"6478","land"
"6479","land"
"6480","land"
"6481","land"
"6482","land"
"6483","land"
"6484","land"
"6485","land"
"6486","land"
"6487","land"
"6488","land"
"6489","land"
"6490","land"
"6491","land"
"6492","sea"
"6493","sea"
"6494","sea"
"6495","sea"
"6496","land"
"6497","sea"
"6498","sea"
"6499","sea"
"6500","land"
"6501","land"
"6502","land"
"6503","land"
"6504","land"
"6505","land"
"6506","sea"
"6507","sea"
"6508","sea"
"6509","sea"
"6510","sea"
"6511","sea"
"6512","sea"
"6513","sea"
"6514","sea"
"6515","land"
"6516","land"
"6517","land"
"6518","land"
"6519","land"
"6520","land"
"6521","sea"
"6522","sea"
"6523","sea"
"6524","sea"
"6525","sea"
"6526","sea"
"6527","sea"
"6528","sea"
"6529","sea"
"6530","sea"
"6531","land"
"6532","land"
"6533","land"
"6534","land"
"6535","land"
"6536","land"
"6537","land"
"6538","land"
"6539","sea"
"6540","land"
"6541","sea"
"6542","sea"
"6543","sea"
"6544","sea"
"6545","sea"
"6546","sea"
"6547","sea"
"6548","sea"
"6549","sea"
"6550","sea"
"6551","sea"
"6552","sea"
"6553","sea"
"6554","sea"
"6555","sea"
"6556","sea"
"6557","sea"
"6558","sea"
"6559","sea"
"6560","sea"
"6561","sea"
"6562","sea"
"6563","sea"
"6564","sea"
"6565","sea"
"6566","sea"
"6567","sea"
"6568","sea"
"6569","sea"
"6570","sea"
"6571","sea"
"6572","sea"
"6573","sea"
"6574","sea"
"6575","sea"
"6576","sea"
"6577","sea"
"6578","sea"
"6579","sea"
"6580","sea"
"6581","sea"
"6582","sea"
"6583","sea"
"6584","sea"
"6585","sea"
"6586","sea"
"6587","sea"
"6588","sea"
"6589","sea"
"6590","sea"
"6591","sea"
"6592","sea"
"6593","sea"
"6594","sea"
"6595","sea"
"6596","sea"
"6597","land"
"6598","land"
"6599","land"
"6600","land"
"6601","land"
"6602","sea"
"6603","sea"
"6604","sea"
"6605","sea"
"6606","sea"
"6607","sea"
"6608","sea"
"6609","sea"
"6610","sea"
"6611","sea"
"6612","sea"
"6613","sea"
"6614","sea"
"6615","sea"
"6616","sea"
"6617","sea"
"6618","sea"
"6619","sea"
"6620","sea"
"6621","sea"
"6622","sea"
"6623","sea"
"6624","sea"
"6625","sea"
"6626","sea"
"6627","sea"
"6628","sea"
"6629","sea"
"6630","sea"
"6631","sea"
"6632","sea"
"6633","sea"
"6634","sea"
"6635","sea"
"6636","sea"
"6637","sea"
"6638","sea"
"6639","sea"
"6640","sea"
"6641","sea"
"6642","sea"
"6643","sea"
"6644","sea"
"6645","sea"
"6646","sea"
"6647","sea"
"6648","sea"
"6649","sea"
"6650","sea"
"6651","sea"
"6652","sea"
"6653","sea"
"6654","sea"
"6655","sea"
"6656","sea"
"6657","sea"
"6658","land"
"6659","land"
"6660","land"
"6661","land"
"6662","sea"
"6663","sea"
"6664","sea"
"6665","sea"
"6666","sea"
"6667","land"
"6668","land"
"6669","land"
"6670","land"
"6671","land"
"6672","land"
"6673","sea"
"6674","sea"
"6675","sea"
"6676","sea"
"6677","sea"
"6678","sea"
"6679","sea"
"6680","sea"
"6681","sea"
"6682","sea"
"6683","sea"
"6684","sea"
"6685","sea"
"6686","sea"
"6687","sea"
"6688","sea"
"6689","sea"
"6690","sea"
"6691","sea"
"6692","sea"
"6693","sea"
"6694","sea"
"6695","sea"
"6696","sea"
"6697","land"
"6698","land"
"6699","land"
"6700","land"
"6701","sea"
"6702","sea"
"6703","sea"
"6704","sea"
"6705","sea"
"6706","sea"
"6707","sea"
"6708","sea"
"6709","sea"
"6710","sea"
"6711","sea"
"6712","sea"
"6713","sea"
"6714","sea"
"6715","sea"
"6716","sea"
"6717","sea"
"6718","sea"
"6719","sea"
"6720","sea"
"6721","sea"
"6722","sea"
"6723","land"
"6724","sea"
"6725","sea"
"6726","land"
"6727","sea"
"6728","sea"
"6729","sea"
"6730","sea"
"6731","sea"
"6732","sea"
"6733","sea"
"6734","land"
"6735","land"
"6736","land"
"6737","land"
"6738","sea"
"6739","sea"
"6740","sea"
"6741","sea"
"6742","sea"
"6743","sea"
"6744","land"
"6745","land"
"6746","land"
"6747","land"
"6748","land"
"6749","land"
"6750","land"
"6751","land"
"6752","land"
"6753","land"
"6754","land"
"6755","land"
"6756","land"
"6757","land"
"6758","land"
"6759","land"
"6760","land"
"6761","land"
"6762","land"
"6763","land"
"6764","land"
"6765","land"
"6766","land"
"6767","land"
"6768","sea"
"6769","sea"
"6770","sea"
"6771","land"
"6772","land"
"6773","land"
"6774","sea"
"6775","sea"
"6776","sea"
"6777","sea"
"6778","sea"
"6779","sea"
"6780","sea"
"6781","sea"
"6782","sea"
"6783","sea"
"6784","sea"
"6785","sea"
"6786","sea"
"6787","sea"
"6788","sea"
"6789","land"
"6790","land"
"6791","land"
"6792","land"
"6793","land"
"6794","land"
"6795","land"
"6796","land"
"6797","land"
"6798","land"
"6799","land"
"6800","land"
"6801","land"
"6802","land"
"6803","land"
"6804","land"
"6805","land"
"6806","land"
"6807","land"
"6808","land"
"6809","land"
"6810","land"
"6811","land"
"6812","land"
"6813","sea"
"6814","sea"
"6815","sea"
"6816","sea"
"6817","sea"
"6818","sea"
"6819","sea"
"6820","sea"
"6821","sea"
"6822","sea"
"6823","land"
"6824","land"
"6825","land"
"6826","land"
"6827","land"
"6828","sea"
"6829","sea"
"6830","sea"
"6831","sea"
"6832","sea"
"6833","sea"
"6834","sea"
"6835","land"
"6836","land"
"6837","land"
"6838","land"
"6839","land"
"6840","land"
"6841","land"
"6842","sea"
"6843","sea"
"6844","sea"
"6845","sea"
"6846","sea"
"6847","sea"
"6848","sea"
"6849","sea"
"6850","sea"
"6851","land"
"6852","land"
"6853","land"
"6854","land"
"6855","land"
"6856","land"
"6857","land"
"6858","land"
"6859","sea"
"6860","sea"
"6861","sea"
"6862","sea"
"6863","sea"
"6864","sea"
"6865","sea"
"6866","sea"
"6867","sea"
"6868","sea"
"6869","sea"
"6870","sea"
"6871","sea"
"6872","sea"
"6873","sea"
"6874","sea"
"6875","sea"
"6876","sea"
"6877","sea"
"6878","sea"
"6879","sea"
"6880","sea"
"6881","sea"
"6882","sea"
"6883","sea"
"6884","sea"
"6885","sea"
"6886","sea"
"6887","sea"
"6888","sea"
"6889","sea"
"6890","sea"
"6891","sea"
"6892","sea"
"6893","sea"
"6894","sea"
"6895","sea"
"6896","sea"
"6897","sea"
"6898","sea"
"6899","sea"
"6900","sea"
"6901","sea"
"6902","sea"
"6903","sea"
"6904","sea"
"6905","sea"
"6906","sea"
"6907","sea"
"6908","sea"
"6909","sea"
"6910","sea"
"6911","sea"
"6912","sea"
"6913","sea"
"6914","sea"
"6915","sea"
"6916","sea"
"6917","sea"
"6918","land"
"6919","land"
"6920","land"
"6921","land"
"6922","sea"
"6923","sea"
"6924","sea"
"6925","sea"
"6926","sea"
"6927","sea"
"6928","sea"
"6929","sea"
"6930","sea"
"6931","sea"
"6932","sea"
"6933","sea"
"6934","sea"
"6935","sea"
"6936","sea"
"6937","sea"
"6938","sea"
"6939","sea"
"6940","sea"
"6941","sea"
"6942","sea"
"6943","sea"
"6944","sea"
"6945","sea"
"6946","sea"
"6947","sea"
"6948","sea"
"6949","sea"
"6950","sea"
"6951","sea"
"6952","sea"
"6953","sea"
"6954","sea"
"6955","sea"
"6956","sea"
"6957","sea"
"6958","sea"
"6959","sea"
"6960","sea"
"6961","sea"
"6962","sea"
"6963","sea"
"6964","sea"
"6965","sea"
"6966","sea"
"6967","sea"
"6968","sea"
"6969","sea"
"6970","sea"
"6971","sea"
"6972","sea"
"6973","sea"
"6974","sea"
"6975","sea"
"6976","sea"
"6977","sea"
"6978","land"
"6979","land"
"6980","sea"
"6981","land"
"6982","land"
"6983","land"
"6984","sea"
"6985","sea"
"6986","land"
"6987","land"
"6988","land"
"6989","land"
"6990","land"
"6991","sea"
"6992","land"
"6993","land"
"6994","sea"
"6995","sea"
"6996","sea"
"6997","sea"
"6998","sea"
"6999","sea"
"7000","sea"
"7001","sea"
"7002","sea"
"7003","sea"
"7004","sea"
"7005","sea"
"7006","sea"
"7007","sea"
"7008","sea"
"7009","sea"
"7010","sea"
"7011","sea"
"7012","sea"
"7013","sea"
"7014","sea"
"7015","sea"
"7016","sea"
"7017","sea"
"7018","land"
"7019","land"
"7020","land"
"7021","sea"
"7022","sea"
"7023","sea"
"7024","sea"
"7025","sea"
"7026","sea"
"7027","sea"
"7028","sea"
"7029","sea"
"7030","sea"
"7031","sea"
"7032","sea"
"7033","sea"
"7034","sea"
"7035","sea"
"7036","sea"
"7037","sea"
"7038","sea"
"7039","sea"
"7040","sea"
"7041","sea"
"7042","sea"
"7043","land"
"7044","land"
"7045","sea"
"7046","sea"
"7047","sea"
"7048","sea"
"7049","sea"
"7050","sea"
"7051","sea"
"7052","sea"
"7053","sea"
"7054","sea"
"7055","land"
"7056","land"
"7057","land"
"7058","land"
"7059","land"
"7060","sea"
"7061","sea"
"7062","sea"
"7063","sea"
"7064","sea"
"7065","land"
"7066","land"
"7067","land"
"7068","land"
"7069","land"
"7070","land"
"7071","land"
"7072","land"
"7073","land"
"7074","land"
"7075","land"
"7076","land"
"7077","land"
"7078","land"
"7079","land"
"7080","land"
"7081","land"
"7082","land"
"7083","land"
"7084","land"
"7085","land"
"7086","land"
"7087","land"
"7088","sea"
"7089","sea"
"7090","sea"
"7091","land"
"7092","land"
"7093","land"
"7094","sea"
"7095","sea"
"7096","sea"
"7097","sea"
"7098","sea"
"7099","sea"
"7100","sea"
"7101","sea"
"7102","sea"
"7103","sea"
"7104","sea"
"7105","sea"
"7106","sea"
"7107","sea"
"7108","sea"
"7109","land"
"7110","land"
"7111","land"
"7112","land"
"7113","land"
"7114","land"
"7115","land"
"7116","land"
"7117","land"
"7118","land"
"7119","land"
"7120","land"
"7121","land"
"7122","land"
"7123","land"
"7124","land"
"7125","land"
"7126","land"
"7127","land"
"7128","land"
"7129","land"
"7130","land"
"7131","land"
"7132","land"
"7133","sea"
"7134","sea"
"7135","sea"
"7136","sea"
"7137","sea"
"7138","sea"
"7139","sea"
"7140","land"
"7141","land"
"7142","land"
"7143","land"
"7144","sea"
"7145","sea"
"7146","sea"
"7147","sea"
"7148","sea"
"7149","sea"
"7150","sea"
"7151","sea"
"7152","sea"
"7153","sea"
"7154","sea"
"7155","sea"
"7156","land"
"7157","land"
"7158","land"
"7159","land"
"7160","land"
"7161","land"
"7162","sea"
"7163","sea"
"7164","sea"
"7165","sea"
"7166","sea"
"7167","sea"
"7168","sea"
"7169","sea"
"7170","sea"
"7171","land"
"7172","land"
"7173","land"
"7174","land"
"7175","land"
"7176","land"
"7177","land"
"7178","land"
"7179","sea"
"7180","sea"
"7181","sea"
"7182","sea"
"7183","sea"
"7184","sea"
"7185","sea"
"7186","sea"
"7187","sea"
"7188","sea"
"7189","sea"
"7190","sea"
"7191","sea"
"7192","sea"
"7193","sea"
"7194","sea"
"7195","sea"
"7196","sea"
"7197","sea"
"7198","sea"
"7199","sea"
"7200","sea"
"7201","sea"
"7202","sea"
"7203","sea"
"7204","sea"
"7205","sea"
"7206","sea"
"7207","sea"
"7208","sea"
"7209","sea"
"7210","sea"
"7211","sea"
"7212","sea"
"7213","sea"
"7214","sea"
"7215","sea"
"7216","sea"
"7217","sea"
"7218","sea"
"7219","sea"
"7220","sea"
"7221","sea"
"7222","sea"
"7223","sea"
"7224","sea"
"7225","sea"
"7226","sea"
"7227","sea"
"7228","sea"
"7229","sea"
"7230","sea"
"7231","sea"
"7232","sea"
"7233","sea"
"7234","sea"
"7235","sea"
"7236","sea"
"7237","land"
"7238","land"
"7239","land"
"7240","land"
"7241","land"
"7242","sea"
"7243","sea"
"7244","sea"
"7245","sea"
"7246","sea"
"7247","sea"
"7248","sea"
"7249","sea"
"7250","sea"
"7251","sea"
"7252","sea"
"7253","sea"
"7254","sea"
"7255","sea"
"7256","sea"
"7257","sea"
"7258","sea"
"7259","sea"
"7260","sea"
"7261","sea"
"7262","sea"
"7263","sea"
"7264","sea"
"7265","sea"
"7266","sea"
"7267","sea"
"7268","sea"
"7269","sea"
"7270","sea"
"7271","sea"
"7272","sea"
"7273","sea"
"7274","sea"
"7275","sea"
"7276","sea"
"7277","sea"
"7278","sea"
"7279","sea"
"7280","sea"
"7281","sea"
"7282","sea"
"7283","sea"
"7284","sea"
"7285","sea"
"7286","sea"
"7287","sea"
"7288","sea"
"7289","sea"
"7290","sea"
"7291","sea"
"7292","sea"
"7293","sea"
"7294","sea"
"7295","sea"
"7296","sea"
"7297","sea"
"7298","land"
"7299","sea"
"7300","sea"
"7301","land"
"7302","land"
"7303","sea"
"7304","sea"
"7305","land"
"7306","land"
"7307","land"
"7308","land"
"7309","land"
"7310","land"
"7311","land"
"7312","sea"
"7313","sea"
"7314","land"
"7315","sea"
"7316","sea"
"7317","sea"
"7318","sea"
"7319","sea"
"7320","sea"
"7321","sea"
"7322","sea"
"7323","sea"
"7324","sea"
"7325","sea"
"7326","sea"
"7327","sea"
"7328","sea"
"7329","sea"
"7330","sea"
"7331","sea"
"7332","sea"
"7333","sea"
"7334","sea"
"7335","sea"
"7336","sea"
"7337","sea"
"7338","sea"
"7339","sea"
"7340","sea"
"7341","sea"
"7342","sea"
"7343","sea"
"7344","sea"
"7345","sea"
"7346","sea"
"7347","sea"
"7348","sea"
"7349","sea"
"7350","sea"
"7351","sea"
"7352","sea"
"7353","sea"
"7354","sea"
"7355","sea"
"7356","sea"
"7357","sea"
"7358","sea"
"7359","sea"
"7360","sea"
"7361","sea"
"7362","sea"
"7363","land"
"7364","land"
"7365","sea"
"7366","sea"
"7367","sea"
"7368","sea"
"7369","sea"
"7370","sea"
"7371","sea"
